artist_name,track_name,duration_ms,album_name,artist_genres,artist_popularity,artist_followers,album_type,album_release_date,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_time_signature
A Day To Remember,Turn Off The Radio,226165,Bad Vibrations,"alternative metal, metalcore, neon pop punk, pop punk, screamo",68.0,2327809.0,album,2016-09-02,0.423,0.961,5,-4.37,0,0.0969,0.000222,0.0,0.375,0.317,154.958,4
A Day To Remember,Same About You,184990,Bad Vibrations,"alternative metal, metalcore, neon pop punk, pop punk, screamo",68.0,2327809.0,album,2016-09-02,0.379,0.877,0,-5.537,0,0.0909,0.0013,0.000457,0.0666,0.39,176.195,4
blink-182,San Diego,192946,California,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",77.0,8266417.0,album,2016-07-01,0.478,0.947,0,-3.644,1,0.0778,0.000816,0.0,0.394,0.524,158.004,4
blink-182,Rabbit Hole,155773,California,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",77.0,8266417.0,album,2016-07-01,0.562,0.976,7,-2.865,1,0.0585,0.00446,0.0,0.373,0.571,100.024,4
The Front Bottoms,Laugh Till I Cry,227626,Back On Top,"asbury park indie, emo, new jersey indie, pov: indie",61.0,751292.0,album,2015-09-18,0.545,0.891,7,-3.713,1,0.0302,2.37e-05,0.0,0.186,0.533,100.789,4
The Front Bottoms,Plastic Flowers,248040,Back On Top,"asbury park indie, emo, new jersey indie, pov: indie",61.0,751292.0,album,2015-09-18,0.536,0.939,5,-3.287,1,0.0853,0.000286,0.0707,0.185,0.489,142.937,4
The Front Bottoms,Cough It Out,260240,Back On Top,"asbury park indie, emo, new jersey indie, pov: indie",61.0,751292.0,album,2015-09-18,0.256,0.925,5,-5.064,1,0.0694,8.48e-05,7.15e-06,0.336,0.574,203.087,4
The Front Bottoms,The Plan (Fuck Jobs),218133,Back On Top,"asbury park indie, emo, new jersey indie, pov: indie",61.0,751292.0,album,2015-09-18,0.413,0.87,0,-4.885,1,0.0349,0.00157,1.47e-06,0.113,0.8,100.816,4
Taking Back Sunday,Call Come Running,192893,Tidal Wave,"emo, neon pop punk, pop punk, post-hardcore, screamo",60.0,847494.0,album,2016-09-16,0.408,0.918,10,-4.012,0,0.069,0.000216,0.0,0.519,0.393,160.044,4
Taking Back Sunday,You Can't Look Back,267813,Tidal Wave,"emo, neon pop punk, pop punk, post-hardcore, screamo",60.0,847494.0,album,2016-09-16,0.658,0.789,4,-4.563,1,0.0296,0.0298,0.0,0.0965,0.274,108.012,4
Wicca Phase Springs Eternal,Secret Boy,250191,Secret Boy,"cloud rap, emo rap",52.0,146989.0,album,2016-02-26,0.7,0.217,7,-12.179,1,0.0443,0.711,0.00663,0.103,0.0585,112.988,4
Taking Back Sunday,Death Wolf,252506,Tidal Wave,"emo, neon pop punk, pop punk, post-hardcore, screamo",60.0,847494.0,album,2016-09-16,0.376,0.934,11,-5.393,0,0.0962,0.000379,0.00837,0.365,0.0947,150.039,4
Pierce The Veil,The Divine Zero,248853,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.555,0.988,1,-3.74,0,0.102,0.000643,0.000182,0.0564,0.554,136.001,4
Pierce The Veil,Today I Saw The Whole World,221960,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.505,0.987,3,-2.154,0,0.0673,0.000411,0.0,0.365,0.581,138.077,4
Pierce The Veil,Circles,224306,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.482,0.975,2,-3.098,1,0.103,0.000278,2.69e-05,0.155,0.371,162.08,4
Pierce The Veil,Floral & Fading,209186,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.655,0.792,2,-3.766,1,0.0257,0.00106,0.0,0.398,0.781,99.989,4
Pierce The Veil,Dive In,292360,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.345,0.957,3,-3.796,0,0.113,0.000516,1.1e-05,0.352,0.39,160.915,4
Pierce The Veil,Texas Is Forever,219040,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.559,0.989,1,-3.306,0,0.0651,5.47e-05,0.0,0.0938,0.332,114.001,4
Pierce The Veil,Phantom Power And Ludicrous Speed,230920,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.398,0.961,6,-3.418,0,0.125,9.76e-05,7.8e-06,0.35,0.379,159.137,4
Pierce The Veil,Gold Medal Ribbon,238306,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.531,0.933,1,-3.194,1,0.0462,0.00037,0.000814,0.0888,0.421,100.548,4
Pierce The Veil,Bedless,284666,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.559,0.923,1,-3.983,1,0.0416,0.000871,0.0,0.15,0.199,132.018,4
Pierce The Veil,Sambuka,156493,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.33,0.965,7,-4.334,1,0.185,0.00044,1.14e-06,0.348,0.198,172.882,4
Pierce The Veil,Song For Isabelle,290573,Misadventures,"modern rock, pop punk, screamo",72.0,3009969.0,album,2016-05-13,0.306,0.952,0,-3.554,0,0.082,0.000151,1.09e-06,0.4,0.346,130.89,4
Against The Current,Paralyzed,196000,Gravity,"neon pop punk, pixie, pop punk",63.0,501421.0,album,2015-05-20,0.572,0.914,7,-3.509,1,0.0537,0.000383,0.0,0.282,0.754,132.007,4
Against The Current,Wasteland,205493,In Our Bones,"neon pop punk, pixie, pop punk",63.0,501421.0,album,2016-05-20,0.614,0.89,11,-4.475,0,0.0454,0.0631,0.000863,0.214,0.538,99.017,4
Martin Garrix,There for You,221904,There for You,"dutch edm, edm, pop, pop dance, progressive house",74.0,15024624.0,single,2017-05-26,0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,4
Camila Cabello,Crying in the Club,216391,Crying in the Club,"dance pop, pop",79.0,33309246.0,single,2017-05-18,0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227,4
JAHKOY,California Heaven - White Panda Remix,192920,California Heaven,"canadian contemporary r&b, canadian hip hop, trap soul",35.0,100929.0,single,2016-11-04,0.708,0.796,6,-2.938,1,0.0408,0.0419,0.0,0.102,0.77,131.999,4
SoMo,First,206653,The Answers,"pop r&b, r&b, teen pop",52.0,704448.0,album,2017-03-17,0.612,0.505,8,-10.558,0,0.266,0.0242,9.91e-05,0.102,0.295,143.839,4
The Brinks,Temporary Love,205129,Temporary Love,,24.0,16537.0,single,2015-12-04,0.714,0.555,6,-7.55,0,0.0459,0.656,0.000289,0.11,0.329,102.971,4
Tayler Buono,Technically Single,198334,Technically Single,alt z,27.0,16270.0,single,2017-01-17,0.737,0.755,2,-4.767,1,0.0485,0.148,6.79e-05,0.0945,0.333,139.96,4
POWERS,Sunshine,254640,Sunshine,"indie poptimism, la pop",44.0,51587.0,single,2016-06-28,0.713,0.731,1,-7.246,1,0.0347,0.0232,8.53e-05,0.0972,0.381,119.99,4
Nathan Goshen,Thinking About It (Let It Go) - KVR Remix,183564,Thinking About It (Let It Go),israeli pop,46.0,390902.0,single,2016-03-11,0.693,0.763,4,-7.077,0,0.0299,0.0143,0.0,0.154,0.578,100.985,4
HONNE,Good Together,228521,Warm On A Cold Night (Deluxe),uk pop,61.0,1538056.0,album,2016-01-22,0.683,0.658,5,-5.46,0,0.0293,0.0874,0.000487,0.133,0.507,96.99,4
Martin Jensen,All I Wanna Do,194360,All I Wanna Do,"danish electronic, edm, pop dance",60.0,1286002.0,single,2016-04-08,0.728,0.794,1,-3.992,1,0.0635,0.148,0.0,0.0688,0.523,112.071,4
Oohdem Beatz,Woah Kemosabe,219683,Woah Kemosabe,cali rap,26.0,5544.0,single,2017-05-19,0.725,0.779,9,-6.363,0,0.0512,0.0715,0.0,0.0852,0.546,144.013,4
Lulleaux,Contact,141875,Contact,"deep tropical house, pop edm",39.0,20604.0,single,2017-08-18,0.651,0.76,7,-3.377,1,0.054,0.351,0.0,0.151,0.673,96.204,4
Eden Project,XO,159582,XO,,43.0,190402.0,single,2016-05-13,0.648,0.306,2,-9.101,0,0.105,0.607,1.72e-06,0.119,0.603,163.955,4
All Time Low,Last Young Renegade,214093,Last Young Renegade,"modern rock, neon pop punk, pop emo, pop punk",67.0,3019749.0,album,2017-06-02,0.582,0.843,2,-5.596,1,0.0401,0.00111,0.0,0.102,0.446,128.994,4
All Time Low,Dirty Laundry,197640,Last Young Renegade,"modern rock, neon pop punk, pop emo, pop punk",67.0,3019749.0,album,2017-06-02,0.56,0.751,4,-6.022,0,0.0364,0.00168,5.22e-05,0.168,0.177,93.969,4
Modern Chemistry,Part Three,196760,Dreaming Adjacent,"anthem emo, new jersey indie",15.0,4463.0,single,2016-05-13,0.392,0.697,1,-4.96,1,0.0454,0.0738,1.02e-06,0.281,0.335,153.021,4
All Time Low,Life Of The Party,205306,Last Young Renegade,"modern rock, neon pop punk, pop emo, pop punk",67.0,3019749.0,album,2017-06-02,0.553,0.83,6,-5.697,0,0.038,9.83e-05,0.0,0.343,0.236,101.994,4
Living in Fiction,Water Under The Bridge,243157,Water Under The Bridge,post-screamo,34.0,24347.0,single,2015-12-08,0.578,0.911,8,-4.56,1,0.0621,0.00163,1.88e-06,0.0893,0.646,94.981,4
Luke Combs,Hurricane,222533,This One's for You,"contemporary country, country",86.0,10753722.0,album,2017-06-02,0.464,0.813,10,-6.185,1,0.0416,0.0153,0.0,0.254,0.515,75.977,4
Pvris,You and I,270000,White Noise,"pixie, pop emo, pop punk",60.0,680639.0,album,2016-04-22,0.52,0.827,10,-7.225,0,0.0514,0.0412,0.0235,0.0999,0.411,101.99,4
All Time Low,Nice2KnoU,196506,Last Young Renegade,"modern rock, neon pop punk, pop emo, pop punk",67.0,3019749.0,album,2017-06-02,0.462,0.952,5,-5.011,0,0.0529,0.000158,0.000192,0.0663,0.456,169.91,4
The Beach Boys,"Johnny B Goode - Live At Arie Crown Theater, Chicago/March 26, 1965",197983,Live In Chicago 1965,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop",72.0,4530434.0,album,2015-12-11,0.251,0.862,2,-16.696,1,0.128,0.00503,0.000679,0.492,0.581,167.123,4
Jidenna,Bambi,250000,The Chief,"ghanaian hip hop, viral trap",50.0,370385.0,album,2017-02-17,0.748,0.623,5,-5.08,1,0.0285,0.109,0.0,0.15,0.21,105.045,4
Jessi,My Walk (Feat. Year of the OX),217353,UN2VERSE,k-pop,57.0,2319321.0,single,2017-07-13,0.587,0.811,3,-3.737,0,0.188,0.701,0.0,0.105,0.346,135.531,4
Jessi,My Type (Prod. by 버벌진트),179806,UNPRETTY RAPSTAR COMPILATION,,11.0,4940.0,compilation,2015-04-24,0.744,0.785,11,-2.763,1,0.149,0.132,0.0,0.344,0.375,102.889,4
Jessi,Unpretty Dreams (Prod.by GRAY),198942,UNPRETTY RAPSTAR COMPILATION,,11.0,4940.0,compilation,2015-04-24,0.532,0.844,1,-3.906,0,0.39,0.235,0.0,0.319,0.833,84.654,4
YEZI,"Solo [From ""Unpretty Rapstar 2 Track 4""] - Remix",209003,"Solo [From ""Unpretty Rapstar 2 Track 4""]",k-pop,26.0,134119.0,single,2015-10-03,0.743,0.64,4,-7.036,1,0.0875,0.0565,0.0,0.265,0.753,102.024,4
Jay Park,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],216786,Everything You Wanted,"k-pop, k-rap, korean r&b",65.0,2084459.0,album,2016-10-20,0.4,0.724,8,-6.064,1,0.253,0.375,0.0,0.0927,0.43,96.782,4
Jay Park,곁에 있어주길 Stay with Me,209633,Everything You Wanted,"k-pop, k-rap, korean r&b",65.0,2084459.0,album,2016-10-20,0.608,0.468,5,-5.974,0,0.032,0.578,0.0,0.108,0.495,121.959,4
Hyorin,My Love,253977,Unpretty Rapstar Compilation Vol. 2,,,,compilation,2016-01-08,0.474,0.816,8,-3.327,0,0.36,0.609,0.0,0.286,0.535,80.275,4
DEAN,What 2 Do,224098,130 Mood : TRBL,"k-pop, korean r&b",60.0,1462139.0,album,2016-03-25,0.632,0.531,8,-5.669,1,0.0333,0.249,0.0,0.346,0.511,95.061,4
DEAN,D (Half Moon),229359,130 Mood : TRBL,"k-pop, korean r&b",60.0,1462139.0,album,2016-03-25,0.512,0.765,7,-5.252,1,0.136,0.246,0.0,0.0573,0.519,169.709,4
Sua,Who Am I,213146,Unpretty Rapstar Compilation Vol. 2,,1.0,236.0,compilation,2016-01-08,0.824,0.856,9,-4.664,0,0.152,0.273,0.0,0.215,0.465,97.014,4
BTS,Outro: House Of Cards,177413,The Most Beautiful Moment In Life Pt.2,"k-pop, k-pop boy group, pop",85.0,73822218.0,album,2016-01-20,0.549,0.671,9,-4.66,0,0.0362,0.375,0.0,0.126,0.262,104.957,4
Toppdogg,Sweetheart,241034,THE BEAT,"k-pop, k-pop boy group",24.0,145705.0,single,2015-10-19,0.624,0.616,5,-4.573,0,0.113,0.523,0.0,0.181,0.438,86.842,4
Zion.T,Young,192630,Young - Single,"k-pop, k-rap, korean r&b",54.0,611157.0,single,2015-01-27,0.752,0.264,3,-10.956,1,0.0937,0.594,0.000132,0.107,0.184,86.001,4
Monsta X,Beautiful,204009,THE CLAN pt.2.5 [BEAUTIFUL],"k-pop, k-pop boy group",58.0,5188726.0,album,2017-03-21,0.62,0.906,2,-2.951,0,0.139,0.163,0.0,0.214,0.884,154.002,4
Lil Yachty,Peek A Boo,246325,Teenage Emotions,"atl hip hop, melodic rap, rap, trap",77.0,9993154.0,album,2017-05-26,0.957,0.588,1,-6.984,1,0.295,0.0612,0.0,0.0962,0.298,127.055,4
A Boogie Wit da Hoodie,Timeless (DJ SPINKING),184000,TBA,"melodic rap, rap, trap",79.0,8257262.0,single,2016-10-28,0.569,0.761,5,-6.071,0,0.475,0.261,6.71e-06,0.0748,0.325,180.122,4
Drake,Digital Dash,231231,What A Time To Be Alive,"canadian hip hop, canadian pop, hip hop, pop rap, rap",94.0,90004537.0,album,2015-09-20,0.881,0.546,2,-7.566,1,0.12,0.00296,4.72e-06,0.226,0.276,140.032,4
Future,Seven Rings,205893,EVOL,"atl hip hop, hip hop, rap, southern hip hop, trap",90.0,17435958.0,album,2016-04-13,0.744,0.7,0,-5.353,0,0.358,0.0972,0.0,0.111,0.466,153.894,4
Future,Fly Shit Only,212760,EVOL,"atl hip hop, hip hop, rap, southern hip hop, trap",90.0,17435958.0,album,2016-04-13,0.692,0.733,2,-6.012,1,0.0313,0.432,2.32e-06,0.351,0.417,109.989,4
Future,Keep Quiet,202289,HNDRXX,"atl hip hop, hip hop, rap, southern hip hop, trap",90.0,17435958.0,album,2017-07-27,0.815,0.528,4,-7.414,0,0.12,0.0292,0.0,0.0896,0.198,133.981,4
blackbear,Idfc,245172,Deadroses,"alt z, pop",72.0,4953122.0,album,2015-02-14,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,4
blackbear,Dirty Laundry,165600,Deadroses,"alt z, pop",72.0,4953122.0,album,2015-02-14,0.766,0.64,0,-8.899,1,0.0345,0.051,0.0,0.237,0.67,100.044,4
blackbear,chateau,212926,digital druglord,"alt z, pop",72.0,4953122.0,album,2017-04-21,0.667,0.635,11,-5.761,0,0.0518,0.0503,0.0,0.367,0.478,98.011,4
blackbear,Ain't Trippin,185555,Deadroses,"alt z, pop",72.0,4953122.0,album,2015-02-14,0.656,0.413,11,-11.592,1,0.0624,0.147,0.0,0.16,0.492,144.069,4
blackbear,90210 (feat. G-Eazy),223295,Deadroses,"alt z, pop",72.0,4953122.0,album,2015-02-14,0.707,0.707,11,-6.161,0,0.0375,0.0306,0.0,0.127,0.231,104.039,4
blackbear,Ain't Love,192989,Deadroses,"alt z, pop",72.0,4953122.0,album,2015-02-14,0.444,0.57,5,-8.152,1,0.065,0.145,7.65e-06,0.128,0.331,96.982,4
21 Savage,No Advance,276466,Savage Mode,"atl hip hop, hip hop, rap",88.0,18953742.0,album,2016-07-15,0.829,0.357,1,-11.543,1,0.28,0.104,8.35e-05,0.0799,0.0391,108.09,4
21 Savage,Gang,227688,The Slaughter Tape,"atl hip hop, hip hop, rap",88.0,18953742.0,album,2016-05-15,0.937,0.397,1,-7.804,1,0.261,0.00447,0.000184,0.267,0.149,127.842,4
Logic,Waiting Room,283266,Everybody,"conscious hip hop, hip hop, pop rap, rap",73.0,6055777.0,album,2017-05-05,0.692,0.229,6,-17.691,1,0.874,0.756,0.0,0.159,0.657,136.512,1
Trey Songz,Playboy,256706,Tremaine The Album,"dance pop, r&b, southern hip hop, trap, urban contemporary",68.0,7383409.0,album,2017-03-24,0.383,0.443,0,-6.897,1,0.265,0.367,0.0,0.108,0.196,170.732,5
Trey Songz,About You,196899,Trigga Reloaded,"dance pop, r&b, southern hip hop, trap, urban contemporary",68.0,7383409.0,album,2015-06-23,0.582,0.564,0,-4.066,0,0.0837,0.0959,0.0,0.26,0.718,204.002,4
G-Eazy,Random,180333,When It's Dark Out,"indie pop rap, oakland hip hop, pop rap, rap",77.0,5330874.0,album,2015-12-04,0.603,0.783,9,-6.891,1,0.138,0.00353,0.0,0.216,0.182,87.154,4
SoMo,Make Up Sex,222853,My Life II,"pop r&b, r&b, teen pop",52.0,704448.0,album,2015-09-11,0.716,0.573,4,-5.277,0,0.0343,0.146,0.0,0.205,0.472,110.009,4
SoMo,You Can Buy Everything,180640,My Life II,"pop r&b, r&b, teen pop",52.0,704448.0,album,2015-09-11,0.697,0.618,3,-5.355,0,0.0317,0.249,0.0,0.147,0.38,114.065,4
A$AP Rocky,L$D,238306,AT.LONG.LAST.A$AP,"east coast hip hop, hip hop, rap",83.0,14335850.0,album,2015-05-26,0.598,0.252,2,-15.086,1,0.0644,0.194,0.133,0.0992,0.0352,120.064,4
Sam Bruno,Search Party - JayKode Remix,224000,Search Party (Remixes),,36.0,12112.0,single,2015-10-02,0.461,0.921,2,-3.823,1,0.0712,0.0636,9.81e-06,0.108,0.302,149.934,4
Lauv,Reforget,231676,Reforget,pop,74.0,6213709.0,single,2015-07-17,0.44,0.469,5,-8.338,0,0.112,0.449,0.0,0.169,0.225,169.755,4
ROZES,R U Mine (SteLouse Remix),231759,R U Mine (SteLouse Remix),"alt z, electropop, indie poptimism",59.0,125438.0,single,2015-08-24,0.468,0.931,7,-3.554,0,0.19,0.195,0.00145,0.125,0.153,145.103,4
Big Mont,Givenchy,251553,Givenchy,,0.0,91.0,single,2015-03-24,0.76,0.69,9,-8.31,0,0.0937,0.0158,0.0018,0.0668,0.324,124.862,4
Kweku Collins,Lonely Lullabies,205984,"Say It Here, While It's Safe",,31.0,55864.0,album,2015-07-21,0.558,0.827,9,-6.595,0,0.14,0.0822,0.000175,0.319,0.156,150.156,4
A$AP Rocky,West Side Highway,176906,AT.LONG.LAST.A$AP,"east coast hip hop, hip hop, rap",83.0,14335850.0,album,2015-05-26,0.667,0.499,7,-11.725,1,0.311,0.0149,0.0,0.125,0.396,92.996,4
A$AP Rocky,Wavybone,303000,AT.LONG.LAST.A$AP,"east coast hip hop, hip hop, rap",83.0,14335850.0,album,2015-05-26,0.7,0.642,2,-8.673,0,0.317,0.0162,2.94e-06,0.206,0.381,149.989,4
A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),126960,AT.LONG.LAST.A$AP,"east coast hip hop, hip hop, rap",83.0,14335850.0,album,2015-05-26,0.485,0.72,6,-5.991,1,0.127,0.0123,0.0,0.0546,0.0471,207.982,4
Skinny,Marijuana On Everything,247621,Ghetto Disneyland,"arabic hip hop, gulf hip hop",35.0,31960.0,album,2015-06-09,0.439,0.483,1,-14.281,1,0.162,0.0502,0.0,0.159,0.149,123.567,4
Pasha,Tie-Dye,224217,Bodega,,34.0,5143.0,album,2016-04-29,0.674,0.752,10,-5.124,0,0.161,0.128,1.03e-06,0.102,0.669,172.037,4
Shift K3Y,Misbehave - Diamond Pistols Remix,202236,Misbehave Remixes,"house, uk dance",51.0,95430.0,single,2015-08-07,0.681,0.898,5,-6.094,0,0.059,0.000632,0.0286,0.155,0.249,134.007,4
Pink Slip,PCB (feat. Rahn Harper),243555,PCB (feat. Rahn Harper),,20.0,5081.0,single,2016-07-22,0.705,0.813,4,-5.668,1,0.19,0.085,0.0,0.183,0.437,134.973,4
Tegan and Sara,U-turn,178440,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.659,0.922,7,-4.681,1,0.0668,0.00941,0.0,0.103,0.819,92.012,4
Tegan and Sara,Boyfriend,167253,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.686,0.771,9,-5.697,0,0.0705,0.0254,0.000138,0.107,0.393,123.985,4
Tegan and Sara,100x,182626,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.774,0.347,8,-7.108,1,0.0432,0.919,3.12e-06,0.0966,0.387,126.092,4
Tegan and Sara,Stop Desire,197746,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.556,0.793,2,-5.576,1,0.0419,0.00129,0.000151,0.0874,0.677,158.974,4
Tegan and Sara,That Girl,164266,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.605,0.814,5,-7.131,1,0.0314,0.084,0.000129,0.0894,0.347,131.042,4
Tegan and Sara,Faint of Heart,174946,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.68,0.758,10,-6.132,0,0.114,0.0226,1.09e-05,0.103,0.434,99.037,4
Tegan and Sara,Dying to Know,217373,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.696,0.839,11,-6.338,0,0.0726,0.0142,1.07e-05,0.135,0.669,94.011,4
Tegan and Sara,White Knuckles,198760,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.561,0.664,5,-6.56,1,0.0417,0.0632,0.0,0.105,0.519,77.533,4
Tegan and Sara,BWU,201760,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.731,0.799,2,-6.096,1,0.0363,0.0244,1.09e-05,0.107,0.637,138.959,4
Tegan and Sara,Hang on to the Night,209586,Love You to Death,"canadian indie, lilith, metropopolis, permanent wave",55.0,622850.0,album,2016-06-03,0.639,0.663,2,-6.767,1,0.0418,0.0775,0.00339,0.0832,0.36,156.081,4
Bruce Springsteen,Growin' Up,162653,Chapter and Verse,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",76.0,6301074.0,compilation,2016-09-23,0.488,0.294,0,-12.205,1,0.0484,0.75,8.08e-05,0.212,0.623,144.337,4
Adele,Sweetest Devotion,251693,25,"british soul, pop, pop soul, uk pop",83.0,56061989.0,album,2016-06-24,0.419,0.745,0,-5.477,1,0.0408,0.231,0.0,0.123,0.259,155.875,3
Meghan Trainor,Dear Future Husband,184226,Title,"hip pop, pop",78.0,15128721.0,album,2015-01-09,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,4
Pentatonix,The First Noel,220053,That's Christmas To Me (Deluxe Edition),"a cappella, viral pop",61.0,3738526.0,album,2015-10-30,0.143,0.301,0,-11.165,1,0.0332,0.562,1.61e-06,0.0734,0.277,90.923,3
Pentatonix,Silent Night,193226,That's Christmas To Me (Deluxe Edition),"a cappella, viral pop",61.0,3738526.0,album,2015-10-30,0.173,0.108,5,-14.799,1,0.0347,0.933,0.0,0.297,0.15,138.915,5
The Cheeky Monkeys,"Mele Kalikimaka (From ""National Lampoon's Christmas Vacation"")",172246,The Cheeky Monkeys Present: Kids Favorite Christmas Holiday Movie Songs,,21.0,3062.0,album,2015-11-27,0.708,0.521,10,-8.688,1,0.0255,0.571,0.00014,0.118,0.809,102.856,4
Hearts & Colors,Rich Man,215962,Prologue,channel pop,43.0,139662.0,single,2016-06-02,0.642,0.44,4,-9.815,0,0.0346,0.326,0.0,0.11,0.762,176.046,4
Cody Simpson,Palm of Your Hand,166533,Free,"australian pop, pop, post-teen pop",52.0,1367933.0,album,2015-07-10,0.537,0.169,0,-14.709,1,0.0593,0.937,0.0,0.099,0.503,81.591,4
Cody Simpson,Happy Lil' Hippie,209408,Free,"australian pop, pop, post-teen pop",52.0,1367933.0,album,2015-07-10,0.648,0.758,2,-6.125,1,0.0475,0.237,0.0,0.207,0.553,89.517,4
Cody Simpson,Love Yourself (feat. G Love),265840,Free,"australian pop, pop, post-teen pop",52.0,1367933.0,album,2015-07-10,0.688,0.875,4,-4.877,1,0.0457,0.225,4.77e-06,0.113,0.77,91.983,4
Cody Simpson,Still Smiling,196693,Free,"australian pop, pop, post-teen pop",52.0,1367933.0,album,2015-07-10,0.673,0.694,0,-6.582,1,0.0413,0.329,0.0,0.253,0.465,85.486,4
